start_date_local,name,distance_km,moving_minutes,pace_min_per_km,average_heartrate,max_heartrate,training_load,km_per_hour
2023-05-20 10:03:00,Run (OutDoor) - Aerobic,1.505,14.816666666666666,9.963100263340682,130.0,165.0,26.0,6.094488188976378
2023-05-23 08:59:00,Morning Run (RunAlyze) 230523,1.7002000000000002,16.433333333333334,9.743015115547482,120.0,138.0,1.0,6.207626774847871
2023-05-26 09:26:00,Run (OutDoor) - ShortIntervalRun,1.5407,15.083333333333334,9.942183419603648,138.0,175.0,1.0,6.128751381215469
2023-05-27 10:19:00,Run (JHIll-Interval Run),2.0192,21.083333333333332,10.626910120676003,136.0,171.0,46.0,5.746339920948618
2023-05-30 09:00:00,MSDay #427 Run (RunAlyze) 300523,2.0095,19.516666666666666,9.779443047418406,131.0,152.0,1.0,6.177796754910333
2023-06-02 09:12:00,Run (OutDoor) - LongIntervalRun,2.0091,19.616666666666667,9.850909246804207,133.0,157.0,1.0,6.145080713678845
2023-06-03 10:04:00,3k workOut Run MSday#431,3.0064,31.35,10.536796685680105,130.0,159.0,1.0,5.753875598086124
2023-06-05 10:25:00,Morning Run day#433,3.0069,30.733333333333334,10.481268620890814,130.0,158.0,53.0,5.870303687635574
2023-06-06 08:53:00,Drapetsona Running,2.0063,20.05,10.11934144135447,148.0,175.0,50.0,6.003890274314214
2023-06-07 08:59:00,Run (OutDoor) - ShortIntervalRun,1.0121,8.433333333333334,8.62214322959481,157.0,175.0,21.0,7.200711462450592
2023-06-07 09:29:00,Morning RunAlyze b #435,1.0078,10.366666666666667,10.432087900605739,135.0,157.0,21.0,5.832926045016078
2023-06-09 09:29:18,Run (OutDoor) - Aerobic,1.0071,10.033333333333333,10.108644884801276,133.0,166.0,19.0,6.022524916943523
2023-06-10 10:30:00,Drapetsona Running,2.0056,19.8,10.043260743055065,126.0,155.0,29.0,6.077575757575757
2023-06-16 09:45:00,Recover Run Friday 160623-day#442,2.0095,20.85,10.565405789026723,124.0,158.0,30.0,5.78273381294964
2023-06-17 10:06:00,Morning WorkOut - Run - day#433,2.3236999999999997,25.45,11.12059252830074,124.0,151.0,34.0,5.478271119842828
2023-06-26 06:51:00,Morning Run,2.1111999999999997,21.816666666666666,10.520244390326903,113.0,135.0,21.0,5.806203208556149
2023-06-26 09:51:00,Drapetsona Running,2.1111999999999997,21.816666666666666,10.520244390326903,113.0,135.0,21.0,5.806203208556149
2023-06-28 08:59:00,Drapetsona Other,2.5637615,29.666666666666668,12.371146162197059,104.0,120.0,17.0,5.185135617977528
2023-06-28 21:15:00,Piraeus Other,1.529637,17.8,14.513247590808158,109.0,126.0,13.0,5.156079775280898
2023-06-29 09:08:00,Drapetsona Other,1.1734727,14.633333333333333,13.989816085401001,102.0,113.0,5.0,4.811505375854215
2023-07-01 10:06:00,Drapetsona Other,1.1212454,13.616666666666667,13.273930899685531,107.0,133.0,10.0,4.940616205630355
2023-07-01 10:51:00,Drapetsona Other,1.0996635000000001,10.55,9.881811752711455,132.0,151.0,19.0,6.254010426540285
2023-07-01 10:51:00,Morning Run,1.0883,10.783333333333333,9.994853250267306,132.0,151.0,20.0,6.055455950540958
2023-07-02 10:07:00,Drapetsona Other,2.2804113999999998,28.566666666666666,13.623272538389772,104.0,126.0,15.0,4.789662217036172
2023-07-03 19:39:00,Glyfada Other,0.9925081,11.966666666666667,13.081336558876977,111.0,120.0,9.0,4.976363732590529
2023-07-03 20:51:00,Piraeus Other,0.7166846299999999,6.75,13.115949584912986,107.0,121.0,5.0,6.370530044444443
2023-07-03 22:12:00,Drapetsona Other,1.1437456,13.366666666666667,12.85250864646093,109.0,130.0,10.0,5.134020149625934
2023-07-07 07:26:00,Morning Run day#464,2.0107,24.316666666666666,12.782147695824868,113.0,143.0,23.0,4.961288553803975
2023-07-08 07:15:00,Morning Run day#465#,3.088079,32.53333333333333,10.81578537051679,124.0,150.0,46.0,5.695227663934427
2023-07-09 07:08:00,Morning Run,2.0045,21.15,10.661451596295437,120.0,150.0,26.0,5.686524822695036
2023-07-09 07:08:00,Palaio Faliro Other,2.0487185,20.75,10.413013000730036,120.0,150.0,26.0,5.9240053012048195
2023-07-11 07:53:00,Morning EasyRun day#468 ,3.0684780000000003,32.36666666666667,10.77624365017925,122.0,143.0,42.0,5.688218743563336
2023-07-13 07:36:00,Morning Run day#470##,2.5730112,28.233333333333334,11.2708414765163,117.0,157.0,30.0,5.468028524203069
2023-07-16 07:46:00,Morning Run day#473#,2.0464236000000002,20.266666666666666,10.123352032176872,129.0,150.0,34.0,6.058490921052632
2023-07-21 06:47:00,Morning Run,1.04599,10.733333333333333,10.682546571256143,117.0,139.0,13.0,5.847149068322982
2023-07-23 07:34:47,Week01/02 - GarminCoach,2.51832,29.5,12.009192123872221,117.0,135.0,33.0,5.122006779661017
2023-07-24 06:42:00,Morning Run day#481,1.82498,19.733333333333334,11.020892614714707,87.0,137.0,8.0,5.548925675675676
2023-07-25 06:04:37,Morning Run,1.04887,12.266666666666667,12.213965418746277,107.0,132.0,10.0,5.130342391304348
2023-07-25 06:18:37,Morning Run,1.3871,14.933333333333334,10.81498176929338,125.0,142.0,21.0,5.573169642857143
2023-07-29 11:17:49,Pyrgos - Walk/Run Repeats,0.45,6.183333333333334,24.764735017335315,89.0,106.0,2.0,4.366576819407008
2023-07-31 07:43:46,Morning Run,1.9087100000000001,22.516666666666666,12.111531704235427,105.0,129.0,17.0,5.086125832716506
2023-08-01 06:54:00,Morning Run,2.16477,22.816666666666666,10.666074827506637,112.0,161.0,25.0,5.692601899196494
2023-08-02 06:41:27,Morning Run,2.51748,26.783333333333335,10.77984224692617,113.0,145.0,28.0,5.639656502800249
2023-08-03 06:46:17,myRun 3k,2.99775,31.2,10.493574071033269,130.0,148.0,51.0,5.764903846153846
2023-08-05 06:41:03,Morning Run,2.48,25.816666666666666,10.51485039660123,115.0,147.0,30.0,5.763718528082634
2023-08-07 07:02:44,Morning Run,2.46001,25.883333333333333,10.605485403097743,118.0,145.0,31.0,5.702534449452672
2023-08-09 06:58:14,Morning Run,3.11,31.733333333333334,10.316190197948089,129.0,174.0,58.0,5.880252100840337
2023-08-10 07:22:57,40min TrackRun,3.02399,31.766666666666666,10.623041828142213,123.0,154.0,45.0,5.711628541448059
2023-08-12 06:52:55,GarminCoach,3.11486,31.783333333333335,10.279784905780632,124.0,153.0,49.0,5.8801761929732566
2023-08-16 07:12:16,Morning Run,4.99959,54.2,10.965736153773308,117.0,146.0,65.0,5.53460147601476
2023-08-17 06:45:27,Morning Run,3.9900100000000003,43.766666666666666,11.05624413106921,117.0,150.0,50.0,5.4699299314546845
2023-08-19 06:51:18,Morning Run,5.008970000000001,51.35,10.32755599523404,128.0,154.0,86.0,5.852740019474197
2023-08-22 06:45:47,Morning Run,4.97371,61.61666666666667,12.475237589028596,117.0,148.0,68.0,4.843212334325128
2023-08-24 07:05:21,Morning Run,5.71,61.833333333333336,10.871852797026575,121.0,148.0,83.0,5.540700808625337
2023-08-29 07:16:56,Morning Run,5.00387,56.766666666666666,11.395384942028942,120.0,141.0,71.0,5.288881972988843
2023-09-01 07:16:21,Morning Run,5.84288,65.03333333333333,11.267171197072265,129.0,155.0,108.0,5.3906632496155815
2023-09-02 07:37:26,Morning Run,5.00573,53.78333333333333,10.815103880911344,137.0,160.0,108.0,5.584328478462968
2023-09-03 07:20:00,myRun 42m,2.00521,19.883333333333333,9.99788824604467,132.0,152.0,35.0,6.0509270746018435
2023-09-07 18:30:04,Evening Run,3.35791,47.766666666666666,14.990591155461276,107.0,124.0,35.0,4.217891137473831
2023-09-11 06:06:59,Morning Run,3.9983299999999997,46.983333333333334,11.902032938638117,119.0,146.0,56.0,5.106061724015608
2023-09-15 06:11:14,Morning Run,4.00995,44.88333333333333,11.255246548764358,128.0,150.0,75.0,5.360497586334942
2023-09-16 07:08:15,Morning Run,5.41803,63.516666666666666,11.829298584342888,126.0,149.0,95.0,5.118055103647336
2023-09-17 07:33:45,Morning Run,3.00198,32.666666666666664,10.955888808859774,122.0,147.0,45.0,5.513840816326531
2023-09-21 06:16:42,Morning Run,2.9987600000000003,30.616666666666667,10.311537321320392,129.0,156.0,53.0,5.876720740337507
2023-09-22 06:05:03,Morning Run,4.99847,56.96666666666667,11.556072281475597,129.0,148.0,92.0,5.264626097132827
2023-09-24 06:45:52,Morning Run,2.01435,19.766666666666666,10.35994596252186,125.0,166.0,32.0,6.114384485666104
2023-09-25 06:27:41,Morning Run,2.10043,20.7,10.359735388323596,130.0,154.0,38.0,6.088202898550724
2023-09-29 06:38:12,vo2max train,2.51621,25.9,10.383931323170373,122.0,144.0,34.0,5.829057915057915
2023-10-01 07:04:11,VirtualRun 5k - run4purpose,5.0093000000000005,51.86666666666667,10.428884756964747,129.0,150.0,83.0,5.794820051413883
2023-10-02 06:25:05,vo2max train,3.19823,34.63333333333333,10.872700336897143,124.0,141.0,48.0,5.540725697786334
2023-10-06 06:38:02,vo2max train - Trademill,1.29963,12.466666666666667,9.899728226720883,129.0,146.0,22.0,6.254903743315508
2023-10-07 07:00:12,Morning Run,2.03948,19.883333333333333,9.8657671612652,130.0,155.0,35.0,6.154340318524728
2023-10-08 07:28:06,Morning Run,2.01083,21.616666666666667,10.806428891514996,115.0,143.0,23.0,5.581332305319968
2023-10-09 07:03:57,Morning Run,2.00943,19.8,10.031657906019818,128.0,147.0,32.0,6.089181818181818
2023-10-13 06:38:00,Morning Run,2.05029,20.166666666666668,9.969738255289425,135.0,158.0,40.0,6.100036363636363
2023-10-18 05:19:44,Morning Run,2.11779,22.566666666666666,10.890077388374747,122.0,141.0,29.0,5.630756277695716
2023-10-22 12:39:09,Running,0.0,0.11666666666666667,,80.0,81.0,0.0,0.0
2023-10-29 07:29:15,Morning Run day#580,5.02569,52.43333333333333,10.469011725293132,130.0,147.0,88.0,5.750948506039416
2023-11-03 06:17:01,Morning Run,3.4726,35.46666666666667,10.299163510179033,136.0,151.0,71.0,5.8746992481203
2023-11-04 07:20:11,Drapetsona Running,2.16395,22.933333333333334,10.615711252653927,119.0,147.0,33.0,5.661497093023255
2023-11-06 06:31:12,Drapetsona - Walk/Run Repeats,2.35668,24.066666666666666,10.25010250102501,122.0,138.0,32.0,5.875379501385042
2023-11-20 06:40:37,Drapetsona - Benchmark Run,1.0092,9.733333333333333,9.809691975671964,120.0,139.0,13.0,6.22109589041096
2023-11-24 06:30:52,Drapetsona Running,2.1453,20.6,9.735202492211839,132.0,155.0,40.0,6.2484466019417475
2023-11-25 07:02:10,VO2max -workout,2.00399,20.1,10.168802115110841,123.0,149.0,30.0,5.9820597014925365
2023-11-27 06:29:36,VO2max train2,2.24636,22.383333333333333,10.2880658436214,120.0,146.0,30.0,6.021516008935221
2023-12-23 07:44:57,Drapetsona - W01D2-Intervals,2.03725,22.8,11.291779584462512,104.0,130.0,16.0,5.361184210526315
2023-12-26 08:11:14,Drapetsona - W01D4-Intervals,2.4437399999999996,28.283333333333335,11.638733705772813,101.0,120.0,17.0,5.184127283441366
2023-12-28 08:34:14,Drapetsona - W01D7-Long Run,2.01112,20.483333333333334,10.26904908605463,119.0,142.0,25.0,5.890994304312449
2023-12-30 08:09:17,Drapetsona - W02D2-Intervals,2.09788,22.116666666666667,10.602205258693807,124.0,147.0,31.0,5.691309721175584
2024-01-09 16:47:19,Glyfada - 10min tempo,2.4525300000000003,30.783333333333335,13.113034356150015,100.0,116.0,18.0,4.7802425554953984
2024-01-25 06:15:33,Morning Run,0.47176,5.516666666666667,11.268875366238449,85.0,96.0,1.0,5.130924471299094
2024-01-25 07:58:17,Morning Run,0.29634,3.216666666666667,10.575296108291033,74.0,82.0,0.0,5.527585492227979
2024-01-29 08:48:05,Morning Run,0.6283500000000001,7.116666666666666,11.1185234600845,113.0,142.0,7.0,5.2975644028103055
2024-01-29 11:29:28,Lunch Run,0.59302,6.85,11.1333778668448,101.0,120.0,4.0,5.194335766423357
2024-01-31 06:25:28,Morning Run,1.18211,15.25,12.683916793505833,94.0,110.0,7.0,4.6509245901639344
2024-02-05 08:13:11,Morning Run day#676,3.02582,33.55,11.066843736166446,119.0,142.0,41.0,5.411302533532043
2024-02-05 09:00:54,Morning Run,1.00262,14.75,14.581510644502771,91.0,118.0,6.0,4.0784542372881365
2024-02-08 08:03:19,Morning Run,0.97169,11.866666666666667,12.1921482565228,96.0,113.0,6.0,4.913039325842697
2024-02-25 10:01:00,9th Lycabettus Run,5.71512,68.35,12.11922809339843,145.0,161.0,114.0,5.016930504754938
2024-03-15 08:32:00,Morning Run,2.2149099999999997,20.533333333333335,9.223390518354547,135.0,158.0,42.0,6.4721396103896085
2024-03-15 08:32:00,Morning Run day#715,2.2149099999999997,20.533333333333335,9.223390518354547,135.0,158.0,42.0,6.4721396103896085
2024-03-16 09:39:30,Morning Run,2.8234,32.95,11.66316771635176,137.0,155.0,65.0,5.141244309559939
2024-03-16 10:12:27,Morning Run day#716,2.8234,32.95,11.66316771635176,137.0,156.0,65.0,5.141244309559939
2024-03-23 09:47:20,Morning Run,1.27881,13.566666666666666,10.442773600668337,121.0,139.0,17.0,5.655670761670762
2024-03-23 09:47:20,Morning Run,1.27881,13.566666666666666,10.442773600668337,121.0,139.0,17.0,5.655670761670762
2024-03-23 10:23:04,Morning Run,0.85877,10.083333333333334,11.470520761642577,100.0,115.0,6.0,5.110036363636364
2024-03-23 10:23:04,Morning Run,0.85877,10.083333333333334,11.470520761642577,100.0,115.0,6.0,5.110036363636364
2024-03-29 09:47:13,Morning Run,1.35071,17.6,12.051096649795133,96.0,113.0,9.0,4.604693181818182
2024-04-01 09:08:08,Morning Run,0.38664,4.166666666666667,10.78050884001725,97.0,111.0,2.0,5.567615999999999
2024-04-05 06:45:18,Morning Run day #736,1.21755,13.5,10.836584308625921,123.0,138.0,17.0,5.411333333333332
2024-04-07 09:36:40,Morning Run,0.8139500000000001,10.1,11.981787682722262,119.0,142.0,12.0,4.835346534653466
2024-04-09 18:44:01,Evening Run,0.18333000000000002,2.2333333333333334,11.679514132212098,95.0,100.0,1.0,4.925283582089552
2024-04-09 18:57:13,Evening Run,0.88717,10.9,11.778563015312132,101.0,124.0,8.0,4.883504587155963
2024-04-10 06:09:45,Morning Run,1.17971,13.483333333333333,11.330160888284613,87.0,96.0,4.0,5.249636588380717
2024-04-10 19:06:27,Evening Run,1.77083,22.066666666666666,12.174336498660823,94.0,110.0,10.0,4.814945619335347
2024-04-11 06:08:02,Morning Run,1.89904,23.916666666666668,12.35483073881888,93.0,102.0,9.0,4.7641421602787455
2024-04-12 08:17:58,Morning Run,1.13042,11.116666666666667,9.803921568627452,139.0,155.0,25.0,6.101217391304347
2024-04-12 08:29:07,Morning Run day#743,1.13042,11.116666666666667,9.803921568627452,139.0,155.0,25.0,6.101217391304347
2024-04-13 09:30:34,Morning Run,2.4283,25.066666666666666,10.313531353135312,146.0,165.0,62.0,5.812420212765958
2024-04-17 06:23:27,Morning Run,2.02052,21.55,10.488777008600797,123.0,133.0,28.0,5.625577726218097
2024-04-17 06:45:11,Morning Run day#748 - Base,2.02052,21.55,10.488777008600797,123.0,133.0,28.0,5.625577726218097
2024-04-19 06:44:00,Morning Run,1.7195799999999999,18.816666666666666,10.850694444444445,127.0,141.0,27.0,5.483160318866253
2024-04-19 07:02:49,Morning Run day#750,1.7195799999999999,18.816666666666666,10.850694444444445,127.0,142.0,27.0,5.483160318866253
2024-04-22 18:11:04,Evening Run,1.26921,14.083333333333334,10.92896174863388,117.0,153.0,17.0,5.407285207100592
2024-05-02 08:01:08,Morning Run,3.5774299999999997,40.0,11.148272017837234,130.0,139.0,65.0,5.3661449999999995
2024-05-02 08:41:09,Morning Run day#763,3.5774299999999997,40.0,11.148272017837234,130.0,140.0,65.0,5.3661449999999995
2024-05-04 07:53:37,Morning Run,4.99856,59.666666666666664,11.630611770179112,117.0,137.0,67.0,5.0264849162011185
2024-05-04 08:53:17,Morning Run day #765,4.99856,59.666666666666664,11.630611770179112,117.0,137.0,67.0,5.0264849162011185
2024-05-13 18:50:39,Evening Run,1.04216,11.2,11.165453372675925,130.0,146.0,19.0,5.583
2024-05-14 06:59:40,Morning Run,2.25373,24.283333333333335,11.148644882214567,124.0,143.0,32.0,5.568584763212079
2024-05-15 20:41:12,Night Run,1.23652,13.35,10.943767050799458,130.0,152.0,22.0,5.557393258426966
2024-05-17 07:40:07,Morning Run,2.75407,30.233333333333334,11.25217664918146,120.0,153.0,40.0,5.465629547960308
2024-05-24 07:53:09,HIIT track,1.58609,16.933333333333334,10.993034923003135,121.0,140.0,21.0,5.6200039370078745
2024-05-27 08:20:54,Morning Run,1.1477,12.15,10.693211151847256,125.0,139.0,17.0,5.667654320987654
2024-05-31 11:15:00,RunVo2max,2.67484,30.0,12.663022805876137,140.0,166.0,73.0,5.34968
2024-06-01 19:00:23,Drapetsona - Fitness Test - Sample Workout,1.50335,18.366666666666667,13.445443593285118,106.0,137.0,15.0,4.911125226860254
2024-06-01 19:52:58,Evening ShortIntervals,0.31097,4.183333333333334,15.88534744130102,71.0,102.0,0.0,4.460127490039841
2024-06-03 08:39:14,Morning Run,0.57464,7.183333333333334,11.566042100393245,108.0,128.0,5.0,4.7997772621809744
2024-06-03 08:46:27,Morning Run,0.57464,7.183333333333334,11.566042100393245,108.0,128.0,5.0,4.7997772621809744
2024-06-06 03:00:00,5χλμ RUN GREECE ΠΕΙΡΑΙΑΣ,5.0047314,30.033333333333335,7.859907523472042,,,111.0,9.998353518312985
2024-06-06 03:00:00,Early morning Run,5.00091,7.05,6.579813133307014,,,33.0,42.56093617021277
2024-06-08 07:38:29,Morning Run,1.60098,16.65,10.212418300653594,120.0,136.0,20.0,5.769297297297298
2024-06-09 11:05:05,Lunch Run,1.15159,13.416666666666666,11.253657438667567,122.0,137.0,17.0,5.149967701863354
2024-06-14 10:01:55,Morning Run,0.80096,8.916666666666666,10.13787510137875,108.0,123.0,7.0,5.38963738317757
2024-06-15 07:45:46,Morning Run,2.22112,25.783333333333335,11.566042100393245,131.0,151.0,46.0,5.16873432449903
2024-06-19 19:25:40,Evening Run,0.79688,11.883333333333333,14.00560224089636,94.0,109.0,5.0,4.023517531556803
2024-06-21 08:29:14,Morning Run,3.28816,40.95,12.327416173570018,134.0,156.0,82.0,4.817816849816849
2024-06-22 20:36:00,Night Run,4.035159999999999,51.016666666666666,12.309207287050715,144.0,162.0,101.0,4.745696177719698
2024-06-26 07:48:23,Morning Run,2.04133,22.533333333333335,10.676916506512919,122.0,151.0,35.0,5.435494082840236
2024-06-28 07:17:00,Morning Run,2.27263,16.816666666666666,9.082652134423252,121.0,150.0,25.0,8.10849157581764
2024-07-03 07:30:38,Morning Run,1.99854,23.016666666666666,11.462631820265933,130.0,152.0,39.0,5.209807385952209
2024-07-07 08:08:39,Morning Run,2.27429,27.066666666666666,11.896264572924101,126.0,147.0,41.0,5.0415295566502465
2024-07-12 07:42:55,Morning Run,1.5431400000000002,16.016666666666666,10.390689941812136,128.0,158.0,27.0,5.780753381893861
2024-07-14 08:24:28,Morning Run,2.0771100000000002,21.9,10.53518752633797,133.0,148.0,40.0,5.690712328767124
2024-07-19 07:17:00,Morning Run,3.0172,14.216666666666667,8.975049362771495,126.0,146.0,21.0,12.733786635404453
2024-07-20 07:55:14,myRun-2k (trackRun),2.04533,21.683333333333334,10.588733587462938,129.0,149.0,35.0,5.65963720215219
2024-07-26 07:50:29,Morning Run,1.5371199999999998,17.6,10.582010582010582,116.0,143.0,19.0,5.240181818181817
2024-07-29 06:48:39,Morning Run,2.66792,32.4,11.887779362815026,115.0,133.0,34.0,4.940592592592593
2024-07-30 08:06:18,Morning Run,2.24105,25.166666666666668,11.1781801922647,118.0,136.0,30.0,5.3429006622516555
2024-07-31 07:21:53,Pyrgos Track Running,1.22,12.3,10.094891984655764,130.0,147.0,21.0,5.951219512195121
2024-08-02 07:03:42,Morning Run,2.17181,22.883333333333333,10.53518752633797,121.0,146.0,30.0,5.694476329206117
2024-08-04 06:59:26,Morning Run,1.4011900000000002,15.616666666666667,10.964912280701753,119.0,148.0,20.0,5.3834407684098196
2024-08-04 07:46:35,Morning Run,1.13791,14.683333333333334,12.35483073881888,95.0,110.0,7.0,4.649802497162315
2024-08-05 07:06:19,Morning Run,2.46947,26.116666666666667,10.575296108291033,128.0,156.0,43.0,5.673319719208679
2024-08-06 07:12:12,Morning Run,2.18677,22.916666666666668,10.515247108307046,129.0,154.0,39.0,5.725361454545454
2024-08-07 07:04:29,Morning Run,3.00523,31.05,10.410160316468874,132.0,156.0,54.0,5.807207729468599
2024-08-08 07:13:08,Morning Run,2.1123000000000003,23.016666666666666,10.815487778498811,126.0,149.0,37.0,5.506357711803043
2024-08-09 07:14:08,Morning Run,2.1037600000000003,22.816666666666666,10.787486515641856,123.0,145.0,32.0,5.532166544923302
2024-08-12 07:02:29,Morning Run,2.10946,21.85,10.332713370531103,115.0,140.0,24.0,5.7925675057208235
2024-08-13 07:21:36,Morning Run,3.00745,30.716666666666665,10.206164523372117,129.0,147.0,51.0,5.874563212154097
2024-08-14 07:13:09,Morning Run,1.5810899999999999,17.566666666666666,10.808473843493298,108.0,125.0,15.0,5.400307400379507
2024-08-19 06:59:55,Morning Run,3.05048,31.166666666666668,10.175010175010176,136.0,153.0,62.0,5.872581818181818
